Station ID,Date,Latitude,Longitude,Elevation,Suffolk_NY.csv,Temperature,Temp. Attributes,Windspeed,Rain,Rain Attributes
99728299999,2020-04-19,41.05,-71.97,10.0,Suffolk_NY.csv,45.7,24,0.0,0.0,I
99728299999,2020-04-20,41.05,-71.97,10.0,Suffolk_NY.csv,48.5,24,0.0,0.0,I
99728299999,2020-04-21,41.05,-71.97,10.0,Suffolk_NY.csv,44.8,24,0.0,0.0,I
99728299999,2020-04-22,41.05,-71.97,10.0,Suffolk_NY.csv,41.6,24,0.0,0.0,I
99728299999,2020-04-23,41.05,-71.97,10.0,Suffolk_NY.csv,42.8,24,0.0,0.0,I
99728299999,2020-04-24,41.05,-71.97,10.0,Suffolk_NY.csv,44.5,23,0.0,0.0,I
99728299999,2020-04-25,41.05,-71.97,10.0,Suffolk_NY.csv,47.3,24,0.0,0.0,I
99728299999,2020-04-26,41.05,-71.97,10.0,Suffolk_NY.csv,46.6,24,0.0,0.0,I
99728299999,2020-04-27,41.05,-71.97,10.0,Suffolk_NY.csv,44.0,24,0.0,0.0,I
99728299999,2020-04-28,41.05,-71.97,10.0,Suffolk_NY.csv,45.0,24,0.0,0.0,I
99728299999,2020-04-29,41.05,-71.97,10.0,Suffolk_NY.csv,46.3,24,0.0,0.0,I
99728299999,2020-04-30,41.05,-71.97,10.0,Suffolk_NY.csv,47.2,24,0.0,0.0,I
99728299999,2020-05-01,41.05,-71.97,10.0,Suffolk_NY.csv,52.9,24,0.0,0.0,I
99728299999,2020-05-02,41.05,-71.97,10.0,Suffolk_NY.csv,53.3,24,0.0,0.0,I
99728299999,2020-05-03,41.05,-71.97,10.0,Suffolk_NY.csv,55.2,24,0.0,0.0,I
99728299999,2020-05-04,41.05,-71.97,10.0,Suffolk_NY.csv,57.5,24,0.0,0.0,I
99728299999,2020-05-05,41.05,-71.97,10.0,Suffolk_NY.csv,49.9,24,0.0,0.0,I
99728299999,2020-05-06,41.05,-71.97,10.0,Suffolk_NY.csv,48.8,24,0.0,0.0,I
99728299999,2020-05-07,41.05,-71.97,10.0,Suffolk_NY.csv,48.3,24,0.0,0.0,I
99728299999,2020-05-08,41.05,-71.97,10.0,Suffolk_NY.csv,50.5,24,0.0,0.0,I
99728299999,2020-05-09,41.05,-71.97,10.0,Suffolk_NY.csv,42.5,24,0.0,0.0,I
99728299999,2020-05-10,41.05,-71.97,10.0,Suffolk_NY.csv,45.5,24,0.0,0.0,I
99728299999,2020-05-11,41.05,-71.97,10.0,Suffolk_NY.csv,50.0,24,0.0,0.0,I
99728299999,2020-05-12,41.05,-71.97,10.0,Suffolk_NY.csv,48.6,24,0.0,0.0,I
99728299999,2020-05-13,41.05,-71.97,10.0,Suffolk_NY.csv,47.2,22,0.0,0.0,I
